DRUG2,Abacavir,Acyclovir,Adefovir,Adefovir dipivoxil,Amantadine,Amprenavir,Asunaprevir,Atazanavir,Baloxavir marboxil,Beclabuvir,Bictegravir,Boceprevir,Brivudine,Calanolide A,Carmofur,Chloroquine,Cidofovir,Clevudine,Cobicistat,Daclatasvir,Darunavir,Dasabuvir,Delavirdine,Dexamethasone,Didanosine,Docosanol,Dolutegravir,Doravirine,Edoxudine,Efavirenz,Elbasvir,Elvitegravir,Elvucitabine,Emtricitabine,Enfuvirtide,Entecavir,Etravirine,Faldaprevir,Famciclovir,Favipiravir,Fomivirsen,Fosamprenavir,Foscarnet,Ganciclovir,Geldanamycin,Glecaprevir,Grazoprevir,Hydroxychloroquine,Ibalizumab,Ibuprofen,Idoxuridine,Imiquimod,Indinavir,Inosine pranobex,Interferon alfa,"Interferon alfa-2a, Recombinant",Interferon alfa-n1,Interferon alfacon-1,Interferon beta-1a,Lamivudine,Laninamivir,Laninamivir octanoate,Ledipasvir,Leronlimab,Letermovir,Lopinavir,Maraviroc,Maribavir,Metisazone,Moroxydine,Nelfinavir,Nevirapine,Ombitasvir,Oseltamivir,Palivizumab,Paritaprevir,Peginterferon alfa-2a,Peginterferon alfa-2b,Peginterferon alfacon-1,Penciclovir,Peramivir,Phosphonoacetic Acid,Pibrentasvir,Pleconaril,Podofilox,Raltegravir,Remdesivir,Ribavirin,Rilpivirine,Rimantadine,Ritonavir,Saquinavir,Simeprevir,Sinecatechins,Sofosbuvir,Stavudine,Taribavirin,Tecovirimat,Tegobuvir,Telaprevir,Telbivudine,Tenofovir,Tenofovir alafenamide,Tenofovir disoproxil,Tenofovir disoproxil fumarate,Tipranavir,Triazavirin,Trifluridine,Tromantadine,UC-781,Umifenovir,Valaciclovir,Valganciclovir,Valomaciclovir,Vaniprevir,Velpatasvir,Vidarabine,Voxilaprevir,Zalcitabine,Zanamivir,Zidovudine
Pleconaril,0.081633,0.197917,0.15942,0.15942,0.0,0.178571,0.129032,0.117166,0.195477,0.149584,0.24283,0.0,0.101124,0.239496,0.138015,0.220657,0.157635,0.085973,0.131339,0.138422,0.166667,0.0,0.223709,0.0,0.066667,0.115974,0.172023,0.257862,0.103448,0.232227,0.151242,0.242485,0.138614,0.138614,0.0,0.103896,0.401425,0.144654,0.191011,0.136364,0.0,0.166667,0.0,0.20603,0.0,0.148148,0.092025,0.215596,0.0,0.205479,0.06576,0.186441,0.164179,0.063618,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.076389,0.183908,0.0,0.25,0.228346,0.232394,0.143451,0.167513,0.0,0.176471,0.223529,0.0,0.0,0.0,0.134663,0.056911,0.084337,0.0,0.185185,0.0,0.0,0.150097,1.0,0.293634,0.252485,0.221122,0.063348,0.343964,0.0,0.124829,0.222057,0.180461,0.0,0.145299,0.090047,0.063348,0.119403,0.22807,0.083223,0.087963,0.20098,0.196262,0.124567,0.111111,0.316726,0.0,0.133787,0.075949,0.0,0.197605,0.167401,0.15304,0.14374,0.0971,0.201413,0.152074,0.085714,0.071429,0.0,0.084071
Podofilox,0.139489,0.058091,0.039216,0.039216,0.138015,0.187291,0.169514,0.118252,0.228616,0.213793,0.234568,0.081481,0.134454,0.308793,0.056911,0.128713,0.037924,0.164835,0.155779,0.130012,0.152074,0.0,0.140496,0.205937,0.130064,0.0,0.318898,0.212687,0.137339,0.228448,0.165577,0.259398,0.040816,0.115974,0.0,0.147541,0.230769,0.204517,0.035714,0.089588,0.0,0.175549,0.0,0.055777,0.24792,0.113636,0.17207,0.135029,0.0,0.14486,0.140351,0.168831,0.173975,0.111111,0.0,0.0,0.0,0.0,0.0,0.116071,0.119691,0.101974,0.15508,0.0,0.299342,0.238806,0.211632,0.214575,0.169725,0.045455,0.262295,0.23913,0.0,0.124498,0.0,0.163636,0.135458,0.126374,0.0,0.055777,0.091954,0.0,0.157103,0.293634,1.0,0.190893,0.177347,0.11588,0.2749,0.13164,0.13577,0.188525,0.228304,0.0,0.186161,0.058091,0.094737,0.183971,0.166407,0.099874,0.142857,0.038462,0.061538,0.029412,0.026667,0.234375,0.0,0.131687,0.11332,0.0,0.212687,0.050725,0.048951,0.036745,0.144279,0.191537,0.15304,0.160093,0.141553,0.119843,0.134454
Raltegravir,0.113244,0.156463,0.122881,0.122881,0.0,0.092308,0.241283,0.264535,0.17037,0.19891,0.268116,0.226891,0.139241,0.187384,0.223529,0.223176,0.142857,0.125265,0.243243,0.238349,0.086957,0.0,0.236559,0.055195,0.147186,0.0,0.337325,0.3,0.164835,0.113281,0.2036,0.271347,0.169725,0.169725,0.0,0.14053,0.292929,0.195517,0.111111,0.212938,0.0,0.086957,0.0,0.149675,0.0,0.176471,0.240106,0.218487,0.0,0.166667,0.168539,0.19469,0.278891,0.22807,0.0,0.0,0.0,0.0,0.0,0.146789,0.137255,0.116667,0.227273,0.0,0.097222,0.261398,0.271186,0.151631,0.085106,0.0,0.325301,0.160896,0.0,0.124498,0.0,0.25163,0.135458,0.0,0.0,0.122881,0.104651,0.0,0.215415,0.252485,0.172414,1.0,0.17037,0.081081,0.300813,0.0,0.244635,0.304348,0.167513,0.0,0.20603,0.13082,0.04,0.140351,0.279863,0.204986,0.127983,0.118012,0.202091,0.090343,0.081461,0.160059,0.0,0.120163,0.18896,0.0,0.238095,0.135029,0.107011,0.079235,0.166033,0.126316,0.155462,0.222494,0.146789,0.14,0.122661
Remdesivir,0.15,0.083916,0.103448,0.103448,0.0,0.283255,0.196172,0.234257,0.162791,0.153846,0.210762,0.171548,0.217228,0.22549,0.120996,0.227437,0.105263,0.219048,0.230585,0.212121,0.306991,0.0,0.221374,0.078014,0.198502,0.045242,0.187215,0.165644,0.245136,0.139028,0.21775,0.169415,0.22288,0.185468,0.0,0.198569,0.30662,0.221461,0.227758,0.11332,0.0,0.30303,0.0,0.134752,0.212976,0.191257,0.140065,0.202091,0.0,0.167315,0.225681,0.240458,0.240106,0.247465,0.0,0.0,0.0,0.0,0.0,0.144465,0.146179,0.21875,0.181728,0.0,0.226158,0.195929,0.170068,0.339623,0.105169,0.0,0.242938,0.166381,0.0,0.227106,0.0,0.149302,0.091493,0.081081,0.0,0.155235,0.168385,0.0,0.179577,0.239531,0.22291,0.17037,1.0,0.223301,0.2,0.04712,0.286089,0.284404,0.152125,0.0,0.525735,0.199226,0.270161,0.158537,0.142098,0.186441,0.22093,0.138354,0.391304,0.24424,0.220527,0.193634,0.0,0.213235,0.0,0.0,0.258278,0.2,0.215753,0.152369,0.095745,0.219008,0.28655,0.132653,0.210317,0.152542,0.194853
Ribavirin,0.284404,0.351351,0.170886,0.170886,0.0,0.0,0.05644,0.058122,0.133094,0.041968,0.213483,0.113281,0.352313,0.132075,0.142857,0.073298,0.228669,0.355311,0.054092,0.066482,0.104869,0.0,0.097308,0.13164,0.504065,0.129944,0.20283,0.212871,0.365314,0.0,0.123457,0.118421,0.422764,0.335878,0.0,0.351351,0.083521,0.051248,0.272727,0.26087,0.0,0.0,0.0,0.423077,0.088561,0.129477,0.12069,0.126005,0.0,0.0,0.37931,0.206349,0.157168,0.183724,0.0,0.0,0.0,0.0,0.0,0.349206,0.217391,0.167048,0.067285,0.0,0.057047,0.041991,0.191919,0.396825,0.0,0.0,0.085409,0.096257,0.0,0.223242,0.0,0.065246,0.067708,0.0,0.0,0.375465,0.322581,0.0,0.058358,0.063348,0.11588,0.081081,0.223301,1.0,0.066667,0.0,0.058122,0.105919,0.093525,0.0,0.212121,0.325758,0.875,0.161137,0.154599,0.167763,0.363636,0.275168,0.183036,0.111111,0.097122,0.046512,0.0,0.340206,0.072386,0.0,0.0,0.176471,0.333333,0.166667,0.101449,0.091127,0.591837,0.100917,0.465517,0.223881,0.305842
Rilpivirine,0.122661,0.186869,0.172249,0.172249,0.0,0.169284,0.089744,0.227811,0.241722,0.174825,0.147826,0.0,0.084599,0.107011,0.197007,0.325,0.165049,0.152941,0.235955,0.232687,0.175497,0.0,0.279528,0.0,0.147541,0.0,0.213873,0.189084,0.150235,0.125265,0.189376,0.240157,0.146341,0.146341,0.0,0.280788,0.704545,0.157233,0.120332,0.078947,0.0,0.158238,0.0,0.177885,0.0,0.068182,0.081731,0.317073,0.0,0.17801,0.129412,0.240695,0.18797,0.167568,0.0,0.0,0.0,0.0,0.0,0.173469,0.0,0.0,0.200924,0.0,0.260504,0.25,0.219931,0.247216,0.093023,0.0,0.208609,0.29902,0.0,0.0,0.0,0.171975,0.0,0.0,0.0,0.108597,0.0,0.0,0.160976,0.36891,0.226054,0.207547,0.282051,0.066667,1.0,0.0,0.253776,0.240658,0.135484,0.0,0.201413,0.160494,0.066667,0.142322,0.32216,0.0375,0.156627,0.149425,0.235741,0.137931,0.169872,0.254181,0.0,0.143498,0.0,0.0,0.234818,0.158798,0.09375,0.083815,0.09589,0.251519,0.231884,0.076233,0.173469,0.0,0.149425
Rimantadine,0.147059,0.0,0.0,0.0,0.75,0.101695,0.134522,0.0,0.016949,0.144279,0.108696,0.153846,0.11465,0.0,0.0,0.137725,0.0,0.0,0.025281,0.078717,0.091618,0.0,0.059322,0.21372,0.086262,0.0,0.085973,0.0,0.118421,0.165644,0.079755,0.061947,0.0,0.032258,0.0,0.159875,0.0,0.104735,0.0,0.0,0.0,0.09375,0.0,0.0,0.12,0.107994,0.129518,0.133721,0.0,0.339286,0.122449,0.057402,0.101549,0.020856,0.0,0.0,0.0,0.0,0.0,0.033333,0.0,0.0,0.1125,0.0,0.0,0.044046,0.191489,0.073298,0.0,0.0,0.124031,0.085714,0.0,0.15625,0.0,0.10951,0.073446,0.0,0.0,0.0,0.233766,0.0,0.07772,0.0,0.07221,0.0,0.04712,0.0,0.0,1.0,0.041348,0.103896,0.114504,0.0,0.037182,0.0,0.0,0.155779,0.0,0.146712,0.122449,0.057402,0.039501,0.038697,0.033868,0.158301,0.0,0.111111,0.48,0.0,0.0,0.07438,0.070496,0.04712,0.104387,0.106918,0.0,0.103542,0.095406,0.0,0.11465
Ritonavir,0.053352,0.07362,0.099237,0.099237,0.0,0.395349,0.251448,0.446112,0.289474,0.2313,0.113892,0.236559,0.05036,0.024691,0.150729,0.212121,0.07089,0.037464,0.840796,0.272727,0.388479,0.0,0.253561,0.057935,0.057269,0.0,0.146667,0.165049,0.055718,0.087268,0.387665,0.239193,0.044776,0.044776,0.0,0.068376,0.227811,0.337209,0.157895,0.09777,0.0,0.370262,0.0,0.104294,0.060948,0.159564,0.182008,0.206897,0.0,0.168385,0.026012,0.17175,0.387755,0.306082,0.0,0.0,0.0,0.0,0.0,0.045455,0.164902,0.178082,0.403315,0.0,0.218905,0.484716,0.230366,0.106443,0.086957,0.0,0.288591,0.155015,0.0,0.22549,0.0,0.214361,0.165644,0.067616,0.0,0.104294,0.106259,0.0,0.289737,0.129477,0.153846,0.230552,0.272727,0.058122,0.25,0.041348,1.0,0.382008,0.25,0.0,0.180285,0.041667,0.028986,0.100917,0.209781,0.238318,0.038012,0.126543,0.266187,0.18984,0.173594,0.253197,0.0,0.036415,0.25,0.0,0.255605,0.208791,0.175595,0.162515,0.13381,0.422122,0.121212,0.174729,0.045455,0.185647,0.039886
Saquinavir,0.168437,0.059002,0.055718,0.055718,0.124361,0.382488,0.288783,0.492958,0.223471,0.215909,0.209239,0.362963,0.15873,0.202899,0.121643,0.167435,0.099071,0.071429,0.350365,0.37931,0.39881,0.0,0.264368,0.153846,0.118012,0.0,0.201117,0.158621,0.16129,0.11437,0.340426,0.25182,0.060606,0.086957,0.0,0.157407,0.190818,0.360947,0.124088,0.103448,0.0,0.358382,0.0,0.104294,0.089224,0.304348,0.287016,0.17737,0.0,0.148649,0.134185,0.237288,0.538462,0.283056,0.0,0.0,0.0,0.0,0.0,0.091772,0.125731,0.111111,0.368534,0.0,0.26615,0.389646,0.284153,0.186186,0.151316,0.060359,0.652324,0.19685,0.0,0.143293,0.0,0.314286,0.091954,0.0,0.0,0.111111,0.176471,0.0,0.299177,0.222057,0.2,0.304348,0.254802,0.09063,0.240658,0.103896,0.382008,1.0,0.254237,0.0,0.216578,0.029412,0.1146,0.163435,0.197452,0.371281,0.148867,0.111111,0.235955,0.089351,0.0823,0.206897,0.0,0.141975,0.146789,0.0,0.161826,0.09375,0.131805,0.103604,0.247191,0.375546,0.083455,0.304825,0.127451,0.129272,0.144201
Simeprevir,0.19883,0.083815,0.079944,0.079944,0.116352,0.258278,0.351675,0.172122,0.216057,0.369193,0.228758,0.143868,0.130435,0.237693,0.067416,0.198225,0.041096,0.1,0.266376,0.243358,0.261146,0.0,0.251682,0.175694,0.096866,0.0,0.208499,0.123737,0.134021,0.109589,0.224299,0.163683,0.116071,0.111111,0.0,0.179941,0.139896,0.4068,0.07753,0.111111,0.0,0.19421,0.0,0.081461,0.225248,0.343612,0.471322,0.195335,0.0,0.16242,0.109489,0.21118,0.236994,0.14962,0.0,0.0,0.0,0.0,0.0,0.070912,0.112619,0.100363,0.268012,0.0,0.213192,0.235566,0.261146,0.186441,0.131222,0.057402,0.237745,0.225416,0.0,0.103448,0.0,0.56658,0.065789,0.041667,0.0,0.081461,0.115702,0.0,0.23946,0.180461,0.220159,0.171975,0.152125,0.093525,0.162483,0.114504,0.25,0.332533,1.0,0.0,0.162228,0.143293,0.101449,0.275072,0.153846,0.258503,0.171032,0.106383,0.101896,0.089224,0.082529,0.19213,0.0,0.117397,0.118881,0.0,0.111111,0.105121,0.102362,0.081933,0.425061,0.27556,0.128571,0.457109,0.072464,0.111111,0.119082
Sinecatechins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofosbuvir,0.137615,0.11336,0.108949,0.108949,0.0,0.227496,0.231788,0.191099,0.180654,0.179487,0.260647,0.134021,0.404358,0.158433,0.204301,0.232323,0.23348,0.439394,0.169306,0.191646,0.251981,0.0,0.168,0.105769,0.283784,0.0,0.254417,0.238779,0.414392,0.161905,0.243001,0.18928,0.344743,0.294118,0.0,0.234568,0.129568,0.207729,0.225296,0.020833,0.0,0.266026,0.0,0.108949,0.158358,0.147357,0.114903,0.227723,0.0,0.172566,0.424936,0.228814,0.153846,0.262242,0.0,0.0,0.0,0.0,0.0,0.304348,0.113106,0.201354,0.206897,0.0,0.170663,0.170929,0.299342,0.385281,0.120163,0.0,0.229135,0.159696,0.0,0.162791,0.0,0.116071,0.101083,0.092233,0.0,0.175258,0.131725,0.0,0.194732,0.082391,0.155698,0.20603,0.525735,0.212121,0.201413,0.037182,0.180285,0.216578,0.162228,0.0,1.0,0.388889,0.212121,0.155779,0.23053,0.146096,0.414141,0.143984,0.502058,0.264957,0.236641,0.13388,0.0,0.394799,0.0,0.0,0.319312,0.227723,0.316872,0.208151,0.121495,0.15625,0.271552,0.099366,0.370558,0.115174,0.371158
Stavudine,0.318328,0.338583,0.184211,0.184211,0.0,0.030534,0.040462,0.070336,0.068966,0.112853,0.241218,0.09375,0.796117,0.160494,0.377953,0.123596,0.372549,0.836735,0.038781,0.093525,0.090226,0.0,0.101695,0.103448,0.538462,0.127168,0.231527,0.185185,0.846154,0.152738,0.125,0.228501,0.761658,0.588785,0.0,0.368421,0.087963,0.047745,0.15493,0.133603,0.0,0.028369,0.0,0.353383,0.084112,0.087248,0.101574,0.188406,0.0,0.09589,0.804124,0.241611,0.045959,0.152913,0.0,0.0,0.0,0.0,0.0,0.609756,0.120219,0.116071,0.056911,0.0,0.143911,0.061093,0.186094,0.356467,0.188811,0.0,0.065719,0.162791,0.0,0.092437,0.0,0.09116,0.0,0.0,0.0,0.400778,0.0,0.0,0.048467,0.090047,0.058091,0.13082,0.199226,0.325758,0.160494,0.0,0.041667,0.029412,0.109467,0.0,0.388889,1.0,0.325758,0.15942,0.181263,0.065449,0.88172,0.20915,0.140351,0.137339,0.119403,0.070812,0.0,0.767442,0.0,0.0,0.19403,0.164773,0.323077,0.174242,0.079137,0.092233,0.433962,0.099338,0.774194,0.186944,0.813725
Taribavirin,0.284404,0.30597,0.201299,0.201299,0.0,0.0,0.039886,0.041056,0.117021,0.0,0.120332,0.055556,0.352313,0.153846,0.077844,0.073298,0.228669,0.355311,0.027027,0.063536,0.104869,0.0,0.092784,0.086475,0.504065,0.129944,0.125828,0.212871,0.365314,0.0,0.12069,0.118421,0.422764,0.335878,0.0,0.351351,0.083521,0.025641,0.272727,0.141732,0.0,0.0,0.0,0.375465,0.106942,0.100671,0.078838,0.126005,0.0,0.0,0.37931,0.206349,0.120401,0.179361,0.0,0.0,0.0,0.0,0.0,0.349206,0.193182,0.148649,0.068525,0.0,0.057047,0.0,0.166008,0.396825,0.054217,0.071429,0.095153,0.096257,0.0,0.129944,0.0,0.048493,0.0,0.0,0.0,0.375465,0.231231,0.0,0.038835,0.063348,0.094737,0.04,0.223301,0.875,0.066667,0.0,0.028986,0.1146,0.101449,0.0,0.212121,0.325758,1.0,0.086475,0.154599,0.1146,0.363636,0.275168,0.183036,0.129707,0.113139,0.046512,0.0,0.340206,0.0,0.0,0.0,0.147541,0.333333,0.166667,0.048276,0.088517,0.591837,0.074169,0.465517,0.19883,0.305842
Tecovirimat,0.157895,0.0,0.0,0.0,0.073171,0.144781,0.155914,0.117021,0.219904,0.200565,0.313725,0.192504,0.167048,0.212724,0.081678,0.166307,0.042553,0.173709,0.094711,0.158301,0.142857,0.0,0.116751,0.194605,0.077586,0.0,0.303462,0.163227,0.154734,0.25,0.130435,0.09215,0.15942,0.081081,0.0,0.115789,0.125461,0.125908,0.049618,0.129032,0.0,0.135647,0.0,0.0,0.142857,0.17866,0.263889,0.162791,0.0,0.201044,0.134259,0.123348,0.221374,0.122554,0.0,0.0,0.0,0.0,0.0,0.068182,0.195652,0.163636,0.156388,0.0,0.117647,0.167883,0.25,0.146881,0.188119,0.0,0.170886,0.279621,0.0,0.188341,0.0,0.215686,0.102041,0.0,0.0,0.0,0.210762,0.0,0.104972,0.125704,0.183971,0.158645,0.1875,0.161137,0.142322,0.069767,0.100917,0.163435,0.25884,0.0,0.155779,0.15942,0.086475,1.0,0.241379,0.237113,0.158392,0.0,0.09817,0.0,0.0,0.117647,0.0,0.232227,0.122881,0.0,0.105169,0.0,0.0,0.0,0.20108,0.134133,0.081081,0.232529,0.135266,0.2,0.148649
Tegobuvir,0.166966,0.115385,0.129944,0.129944,0.0,0.162444,0.103448,0.195929,0.268437,0.197982,0.205008,0.0,0.115174,0.217839,0.102804,0.180812,0.14786,0.174168,0.223733,0.213592,0.153305,0.0,0.217949,0.0,0.13852,0.0,0.252115,0.299639,0.174168,0.182994,0.272321,0.284722,0.186094,0.130604,0.0,0.105263,0.302752,0.141907,0.169065,0.145374,0.0,0.153305,0.0,0.111111,0.0,0.102941,0.117257,0.177536,0.0,0.133603,0.119545,0.28692,0.280228,0.165524,0.0,0.0,0.0,0.0,0.0,0.133201,0.0,0.0,0.309795,0.0,0.295181,0.226158,0.24431,0.153184,0.150794,0.0,0.158621,0.254902,0.0,0.0,0.0,0.232057,0.0,0.0,0.0,0.207243,0.0,0.0,0.178604,0.265823,0.164596,0.262626,0.184573,0.154599,0.302752,0.0,0.209781,0.197452,0.143187,0.0,0.182635,0.181263,0.154599,0.155698,1.0,0.070615,0.177645,0.127542,0.202532,0.098431,0.089494,0.228571,0.0,0.107143,0.0,0.0,0.214165,0.101695,0.133672,0.121252,0.072589,0.256891,0.123188,0.109959,0.189979,0.0,0.170825
Telaprevir,0.203125,0.11465,0.102603,0.102603,0.116751,0.246537,0.346633,0.396574,0.111111,0.300122,0.205962,0.476726,0.107739,0.112601,0.152597,0.200632,0.097372,0.152,0.254237,0.247216,0.105882,0.0,0.21547,0.157025,0.135647,0.06383,0.221591,0.046077,0.176471,0.095101,0.217391,0.13307,0.029412,0.076923,0.0,0.056338,0.024691,0.359338,0.150972,0.136767,0.0,0.233596,0.0,0.139241,0.064553,0.358885,0.43038,0.154423,0.0,0.069182,0.160131,0.164274,0.378378,0.18552,0.0,0.0,0.0,0.0,0.0,0.081505,0.107914,0.146667,0.240234,0.0,0.12,0.259259,0.268556,0.172107,0.095462,0.060359,0.293801,0.185647,0.0,0.129518,0.0,0.297968,0.109489,0.016949,0.0,0.16129,0.206349,0.0,0.282746,0.083223,0.102662,0.204986,0.209877,0.167763,0.0375,0.146712,0.238318,0.371281,0.241611,0.0,0.111111,0.065449,0.1146,0.212121,0.042129,1.0,0.160131,0.112805,0.139896,0.1125,0.103448,0.103604,0.0,0.152648,0.168224,0.0,0.059269,0.103152,0.143271,0.147541,0.308962,0.292308,0.141975,0.395076,0.107544,0.109489,0.112805
Telbivudine,0.261261,0.325758,0.182109,0.182109,0.131387,0.084813,0.111111,0.069277,0.099476,0.130298,0.247113,0.053604,0.853659,0.188119,0.363636,0.120219,0.363636,0.937173,0.035422,0.104735,0.12381,0.0,0.099585,0.088889,0.522634,0.129944,0.231884,0.183575,0.907216,0.205882,0.115196,0.228916,0.707317,0.58371,0.0,0.423488,0.085973,0.149425,0.150685,0.128405,0.0,0.078611,0.0,0.396226,0.102804,0.131034,0.106383,0.183099,0.0,0.085526,0.865285,0.24183,0.080645,0.165049,0.0,0.0,0.0,0.0,0.0,0.603774,0.126005,0.120879,0.093936,0.0,0.141304,0.060127,0.187123,0.410256,0.182432,0.0,0.177606,0.216617,0.0,0.129944,0.0,0.117318,0.0,0.0,0.0,0.396226,0.135734,0.0,0.075377,0.087963,0.142857,0.127983,0.22093,0.363636,0.156627,0.122449,0.038012,0.11811,0.1226,0.0,0.414141,0.88172,0.363636,0.20098,0.177645,0.160131,1.0,0.210191,0.142241,0.139241,0.121324,0.06961,0.0,0.82243,0.098901,0.0,0.18932,0.160221,0.349693,0.175373,0.079545,0.092437,0.471698,0.103811,0.74359,0.126374,0.792453
Tenofovir,0.442623,0.468254,0.940299,0.940299,0.0,0.126482,0.056338,0.094453,0.101695,0.091445,0.157025,0.12381,0.197605,0.041667,0.141141,0.187845,0.570248,0.203704,0.119082,0.130186,0.099099,0.0,0.175214,0.0,0.477273,0.0,0.167401,0.128319,0.203704,0.085859,0.091549,0.149675,0.254237,0.225166,0.0,0.418919,0.160093,0.11413,0.36646,0.265306,0.0,0.161905,0.214953,0.541502,0.0,0.072797,0.075269,0.182796,0.0,0.060606,0.210191,0.423488,0.104,0.150235,0.0,0.0,0.0,0.0,0.0,0.228669,0.065375,0.053678,0.08545,0.0,0.105442,0.098726,0.119266,0.167513,0.128049,0.0,0.111111,0.191136,0.0,0.099476,0.0,0.078947,0.069652,0.075697,0.0,0.477273,0.046229,0.173913,0.114519,0.20098,0.038462,0.118012,0.138354,0.165644,0.149425,0.057402,0.128284,0.111111,0.106383,0.0,0.143984,0.20915,0.194969,0.0,0.127542,0.111111,0.210191,1.0,0.510989,0.538462,0.451613,0.094276,0.0,0.19186,0.144414,0.0,0.103896,0.410256,0.424149,0.24283,0.026316,0.103203,0.54717,0.069652,0.267606,0.066998,0.197605
Tenofovir alafenamide,0.296703,0.293532,0.346633,0.346633,0.0,0.316271,0.179554,0.262554,0.226994,0.148387,0.230503,0.15625,0.136364,0.103565,0.097308,0.20332,0.305419,0.139241,0.233422,0.27027,0.294719,0.0,0.232394,0.0,0.304348,0.0,0.245421,0.208791,0.139241,0.124031,0.221719,0.271028,0.168539,0.150442,0.0,0.278027,0.245211,0.146572,0.359447,0.119221,0.0,0.294719,0.0,0.33995,0.064426,0.098779,0.100811,0.199187,0.0,0.184834,0.142241,0.44357,0.217391,0.258352,0.0,0.0,0.0,0.0,0.0,0.151242,0.047957,0.105691,0.203091,0.0,0.178203,0.208633,0.231767,0.196078,0.127983,0.0,0.205564,0.215933,0.0,0.194969,0.0,0.102273,0.128405,0.129032,0.0,0.304348,0.066176,0.0,0.215686,0.196262,0.061538,0.202091,0.420959,0.113445,0.233397,0.039501,0.260745,0.19403,0.101896,0.0,0.495902,0.140351,0.132479,0.09817,0.233766,0.139896,0.142241,0.510989,1.0,0.56044,0.485714,0.169591,0.0,0.133603,0.102515,0.0,0.28655,0.428571,0.47343,0.302932,0.064073,0.220339,0.349398,0.094258,0.175115,0.048825,0.136364
Tenofovir disoproxil,0.290323,0.286408,0.506849,0.506849,0.0,0.196721,0.108404,0.155844,0.13764,0.073986,0.118012,0.046025,0.133603,0.03125,0.095335,0.130268,0.330049,0.136364,0.166253,0.233766,0.142433,0.0,0.088957,0.0,0.29717,0.0,0.123779,0.094771,0.136364,0.061151,0.200441,0.144279,0.164835,0.147186,0.0,0.27193,0.116751,0.142191,0.421801,0.11639,0.0,0.220285,0.0,0.331719,0.039136,0.060445,0.052632,0.12782,0.0,0.080508,0.139241,0.269841,0.093951,0.189979,0.0,0.0,0.0,0.0,0.0,0.147903,0.04712,0.107544,0.131687,0.0,0.082888,0.088348,0.107914,0.137615,0.086066,0.0,0.086657,0.168317,0.0,0.132812,0.0,0.065217,0.175299,0.128609,0.0,0.29717,0.033275,0.091371,0.151013,0.144366,0.029412,0.088647,0.24424,0.111111,0.109244,0.038697,0.209239,0.089351,0.077982,0.0,0.264957,0.137339,0.129707,0.0,0.124088,0.1125,0.139241,0.538462,0.56044,1.0,0.837209,0.061599,0.0,0.130952,0.100569,0.0,0.131757,0.388889,0.402715,0.343284,0.021739,0.154661,0.341176,0.049383,0.171171,0.047957,0.133603
Tenofovir disoproxil fumarate,0.252336,0.244813,0.425287,0.425287,0.0,0.176471,0.099888,0.142857,0.12532,0.068282,0.106443,0.041931,0.137184,0.028169,0.083481,0.114865,0.281513,0.119134,0.152968,0.214286,0.129032,0.0,0.080332,0.0,0.255061,0.0,0.111111,0.085044,0.119134,0.054313,0.186094,0.178295,0.142857,0.12782,0.0,0.235741,0.104387,0.143791,0.361789,0.099796,0.0,0.198288,0.042553,0.283644,0.035758,0.056269,0.04888,0.112957,0.0,0.111111,0.121324,0.232877,0.086187,0.244856,0.0,0.0,0.0,0.0,0.0,0.128107,0.122278,0.174652,0.122841,0.0,0.12532,0.081081,0.098039,0.121951,0.075269,0.0,0.079046,0.147826,0.0,0.116838,0.0,0.060606,0.153846,0.108647,0.0,0.255061,0.105528,0.126126,0.141869,0.128527,0.026667,0.079944,0.220527,0.097122,0.14241,0.033868,0.191067,0.0823,0.072187,0.0,0.236641,0.119403,0.113139,0.0,0.112583,0.103448,0.121324,0.451613,0.485714,0.837209,1.0,0.056423,0.0,0.114983,0.088777,0.0,0.117825,0.334661,0.347656,0.307578,0.020202,0.143984,0.292929,0.046065,0.14786,0.124361,0.117021
